_id,uec_id,uec_party_name,registration_req_date,registration_req_approved_date,registration_date,registration_approved_date,hq_address,competing_area,contact_info,registration_num,announcement_id,remark,original_uec_url,party_policy_url,party_flag_url,party_logo_url
5f3f9035c749de0ddc9de02c,false,တစ်သီးပုဂ္ဂလ,null,null,null,null,false,false,false,false,false,false,false,false,false,false
5f3f9035c749de0ddc9de031,5,ပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ် (PNO),null,2010-04-23T00:00:00.000Z,2010-05-06T00:00:00.000Z,2010-05-13T00:00:00.000Z,အမှတ်(၁၈)၊ အနောက်မြို့ပတ်လမ်း၊ စျေးပိုင်းရပ်၊ တောင်ကြီးမြို့၊ ရှမ်းပြည်နယ်။,ပြည်ထောင်စုတစ်ဝန်းလုံး,"ဝ၉-၄၂၈၂၁၈၃၁၄ (ဦးခွန်တင်ထွဋ်)၊ဝ၈၁-၂၁၂၄၆၉၁ (ဖက်စ်)၊ ဝ၉-၃၆၃၅၂၃၅၅ 
(ရုံးချုပ်)၊ ဝ၉-၂၅ဝ၃၄၃၁၄၅ (ဦးစောခွန်ကျော်ဝင်း)၊ဝ၉-၂၅၃၃၃၆၅ဝ၂ (ခွန်ကျော်အေး)",အမှတ်စဉ် (၅),၄၂/၂ဝ၁ဝ,false,https://www.uec.gov.mm/pages.php?pagename=%E1%80%95%E1%80%A1%E1%80%AD%E1%80%AF%E1%80%9D%E1%80%BA%E1%80%B8%E1%80%A1%E1%80%99%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%B8%E1%80%9E%E1%80%AC%E1%80%B8%E1%80%A1%E1%80%96%E1%80%BD%E1%80%B2%E1%80%B7%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA(PNO),https://www.uec.gov.mm/show_data_content.php?name=5_PNO.pdf&type=page_multiple_photo&code=43&sno=789&token=65640e0d848a6b5fce88d86e936a0299650ddc1dc3bb76b390589bf969cca1ada453aa50ffb3308e2abff85694955cbe56daaf74698beec823ee4a407b9188d6,https://www.uec.gov.mm/show_data_content.php?name=5-flag.jpg&type=page_multiple_photo&code=43&sno=2761&token=e71fbc987b689305e471de0c650a63082b266eed6ff2a9f41ca75753dee99bfd0090df8204cf3bda411ad9da73b95b3d26a2d4152e8d852eeae6185cf435614c,https://www.uec.gov.mm/show_data_content.php?name=5-logo.jpg&type=page_multiple_photo&code=43&sno=329&token=fe9fdb28ea098d34c5b0db2d6622345df97732e8dbb25ed6e0101790c8ecf424828997c4d5506dd38b883d4ce6bb555410e699466898def00a8011e9170949de
5f3f9035c749de0ddc9de032,6,ဒီမိုကရက်တစ်ပါတီ (မြန်မာ),null,2010-04-29T00:00:00.000Z,2010-05-11T00:00:00.000Z,2010-05-20T00:00:00.000Z,"တိုက်အမှတ်(၈)၊ ပထမထပ်(ဝဲ)၊ မနောဟရလမ်း၊ မလွှကုန်းဌေးကြွယ်(က)ရပ်ကွက်၊ 
တာမွေမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး",ပြည်ထောင်စုတစ်ဝန်းလုံး,၀၉-၈၀၂၀၂၅၄၊ ၀၁-၅၄၁၆၄၉(ဒေါ်သန်းသန်းနု)၊ ၀၉-၅၀၈၄၉၆၃,အမှတ်စဉ် (၆),၄၃/၂ဝ၁ဝ,false,https://www.uec.gov.mm/pages.php?pagename=%E1%80%92%E1%80%AE%E1%80%99%E1%80%AD%E1%80%AF%E1%80%80%E1%80%9B%E1%80%80%E1%80%BA%E1%80%90%E1%80%85%E1%80%BA%E1%80%95%E1%80%AB%E1%80%90%E1%80%AE(%E1%80%99%E1%80%BC%E1%80%94%E1%80%BA%E1%80%99%E1%80%AC),https://www.uec.gov.mm/show_data_content.php?name=6DemocraticPartyMyanmar.pdf&type=page_multiple_photo&code=44&sno=2825&token=bb75c069eb15be43c703bfb46163acea246487e3b1bc61735b1378a400fea53a31b750d0e7ea4826284026173e171914b959834d7d684f6b8a9fc07e0820e577,https://www.uec.gov.mm/show_data_content.php?name=6-flag.jpg&type=page_multiple_photo&code=44&sno=5992&token=2e1f0110562c6d5989344e0ca3e784a07cc31f3e809987a715ef4884b63ea0ce2d3241501a82eedafecbac091948b91a515c8a5ad42f6294a4234ba9d94aaea9,https://www.uec.gov.mm/show_data_content.php?name=6-logo.jpg&type=page_multiple_photo&code=44&sno=5933&token=906c4ca3fd79b8f8918fca39fe4afcb15f91a088a37f8aae35c9cddeb75fee5949413b5d969bb21f12ca2c204cb80ae78650fcfed9da1319d60f7cd8da74394f
5f3f9035c749de0ddc9de033,7,ကယန်းအမျိုးသားပါတီ,null,2010-05-04T00:00:00.000Z,2010-05-11T00:00:00.000Z,2010-05-20T00:00:00.000Z,အမှတ်(၁၄၆)၊ စျေးလမ်း၊ ညောင်ကုန်း (၃)ရပ်ကွက်၊ ဖယ်ခုံမြို့၊ရှမ်းပြည်နယ်။,ပြည်ထောင်စုတစ်ဝန်းလုံး,ဝ၈၁-၅၆ဝ၈၈၊ ဝ၉-၇၉၂၅၃ဝ၅၈၇၊ ဝ၉-၄၂၈ဝဝ၅၁၂၇၊ ဝ၉-၄၂၈ဝဝ၅၁၂၇,အမှတ်စဉ် (၇),၄၄/၂ဝ၁ဝ,false,https://www.uec.gov.mm/pages.php?pagename=%E1%80%80%E1%80%9A%E1%80%94%E1%80%BA%E1%80%B8%E1%80%A1%E1%80%99%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%B8%E1%80%9E%E1%80%AC%E1%80%B8%E1%80%95%E1%80%AB%E1%80%90%E1%80%AE,https://www.uec.gov.mm/show_data_content.php?name=7KayanNationalPartyNew.pdf&type=page_multiple_photo&code=45&sno=7638&token=402be6c8aa823659095a6628be3130e3436303d29acf1ea79a125be0fd8488da6e7a5dbbb24bb5b8de866a5a11647c423e58680197a1f29c964b284c675c7c85,https://www.uec.gov.mm/show_data_content.php?name=flag1.jpg&type=page_multiple_photo&code=45&sno=6453&token=6824222ab18bcbf4ff938230352ac0804f01fc953b8b522e1649f42d7c7c11226120786cafaacb2827e1e9f07b694699a3f492c21f6e8ffdbe3410435e7bb7df,https://www.uec.gov.mm/show_data_content.php?name=logo1.jpg&type=page_multiple_photo&code=45&sno=7507&token=587852fdfa96dd05ec7055e43e0559eadd80600562afd1b41a73ad58219d01797b740d18d06ec68688606b25493f9f31949dd97d92e5c1e787dc7d0993e01c0a
5f3f9035c749de0ddc9de034,8,ရခိုင်ပြည်နယ်အမျိုးသားအင်အားစုပါတီ,null,2010-05-04T00:00:00.000Z,2010-05-11T00:00:00.000Z,2010-05-20T00:00:00.000Z,"တိုက် (၁ဝ)၊ အခန်း (၁ဝ၄)၊ ရွှေလင်ပန်းတန်ဖိုးနည်းအိမ်ရာ၊ လှိုင်သာယာမြို့နယ်၊ 
ရန်ကုန်တိုင်းဒေသကြီး။",ပြည်ထောင်စုတစ်ဝန်းလုံး,၀၉-၄၂၁၀၉၅၈၃၃(ဦးအေးကြိုင်)၊ ၀၉-၄၂၀၁၀၄၂၄၅(ဦးညီညီ)၊,အမှတ်စဉ် (၈),၄၅/၂ဝ၁ဝ,false,https://www.uec.gov.mm/pages.php?pagename=%E1%80%9B%E1%80%81%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%95%E1%80%BC%E1%80%8A%E1%80%BA%E1%80%94%E1%80%9A%E1%80%BA%E1%80%A1%E1%80%99%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%B8%E1%80%9E%E1%80%AC%E1%80%B8%E1%80%A1%E1%80%84%E1%80%BA%E1%80%A1%E1%80%AC%E1%80%B8%E1%80%85%E1%80%AF%E1%80%95%E1%80%AB%E1%80%90%E1%80%AE,https://www.uec.gov.mm/show_data_content.php?name=8RakhineStateNationalUnitedPartyofMyanmar.pdf&type=page_multiple_photo&code=46&sno=768&token=d4ac49c15a895c338e97c5b0980491ec3be2f6051b789dd960813140681e494c149117e15501b0d879d891798d627c8ca799df6f82194959dd25a3e0fa67b8ac,https://www.uec.gov.mm/show_data_content.php?name=8-flag.jpg&type=page_multiple_photo&code=46&sno=1681&token=e233d1e19a053fe21be22e3f9bd7288c40c0ffeef2effbe1ab81bfa2674b92d30eee9d51c7e9c6fb581decb18e192f83305aafa7b4490bfceb1c9355e191b0f4,https://www.uec.gov.mm/show_data_content.php?name=11.jpg&type=page_multiple_photo&code=46&sno=3753&token=a051e61c756996d72b036a98aabe48e01111de3341f2359de55b5dee6373f9e8ddc2a948ee8e71d48bbfb5e464d5f2a05aefe7122ccaa984842c53da5bf9a2e9
5f3f9035c749de0ddc9de035,9,ကရင်ပြည်သူ့ပါတီ,null,2010-04-29T00:00:00.000Z,2010-05-12T00:00:00.000Z,2010-05-21T00:00:00.000Z,"တိုက်အမှတ် (၁၀)၊ အခန်းအမှတ် (၂၀၁)၊ ရွှေလင်ပန်းတန်ဖိုးနည်းအိမ်ရာ၊ 
ရွှေနှင်းဆီလမ်း၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး။",ပြည်ထောင်စုတစ်ဝန်းလုံး,၀၁-၆၁၁၆၁၂၊ ၀၁-၆၁၁၂၃၈၊ ၀၉-၅၁၈၀၁၆၄၊ ၀၉-၂၅၀၀၅၀၈၀၆,အမှတ်စဉ် (၉),၄၆/၂ဝ၁ဝ,false,https://www.uec.gov.mm/pages.php?pagename=%E1%80%80%E1%80%9B%E1%80%84%E1%80%BA%E1%80%95%E1%80%BC%E1%80%8A%E1%80%BA%E1%80%9E%E1%80%B0%E1%80%B7%E1%80%95%E1%80%AB%E1%80%90%E1%80%AE,https://www.uec.gov.mm/show_data_content.php?name=9KayinPeoplesPartyKPP.pdf&type=page_multiple_photo&code=47&sno=2858&token=53adf2fd4521ac6f19e5df3c6014c983ecc0dca8dcfeb9debfc56bcf68f10f556f02a13ab67ed218792e858e857c737b2f4bbc53b97388c84f2afc8c1d42a05a,https://www.uec.gov.mm/show_data_content.php?name=9-Flag.jpg&type=page_multiple_photo&code=47&sno=6935&token=81f227ed5cbcd686e37cd7a4d14d5a489b2ff4c21234c6659c823b57828ae68b800e8cf116a39db6bc363812b8962ad063b746c13328633d6ee5e39dcddc74d6,https://www.uec.gov.mm/show_data_content.php?name=9-Logo.jpg&type=page_multiple_photo&code=47&sno=7206&token=8cf03ac2b49feed866a7ff494d0217acada3f41b82c79c9433bbbcd75e770099b9db4011df6884046bf9cd36b613ace98c655adb84a2c96c8408ec34727f4e19
5f3f9035c749de0ddc9de036,10,‘ဝ’ အမျိုးသားစည်းလုံးညီညွတ်ရေးပါတီ,null,2010-05-04T00:00:00.000Z,2010-05-12T00:00:00.000Z,2010-05-21T00:00:00.000Z,"အမှတ်− ပလ (၃၉)၊ ပန်လုံလမ်းရပ်ကွက်၊ ဟိုပန်မြို့၊ ဟိုပန်ခရိုင်၊ ‘ဝ’ 
ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း။",ရှမ်းပြည်နယ်အတွင်း,၀၉-၄၀၃၇၄၂၅၄၀(ဦ:ဆမ်ဆောင်ကား) ၀၉-၅၂၆၀၃၁၉၊ ၀၈၂-၂၂၂၂၉၊ ၀၉-၅၂၆၀၂၉၃၊ ၀၈၂-၂၂၇၁၃,အမှတ်စဉ် (၁ဝ),၄၇/၂ဝ၁ဝ,[နည်းဥပဒေ ၂၅ အရ]ပယ်ဖျက်,https://www.uec.gov.mm/pages.php?pagename=%E2%80%9C%E1%80%9D%E2%80%9D%E1%80%A1%E1%80%99%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%B8%E1%80%9E%E1%80%AC%E1%80%B8%E1%80%85%E1%80%8A%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%AF%E1%80%B6%E1%80%B8%E1%80%8A%E1%80%AE%E1%80%8A%E1%80%BD%E1%80%90%E1%80%BA%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%95%E1%80%AB%E1%80%90%E1%80%AE,https://www.uec.gov.mm/show_data_content.php?name=10_WNUP.pdf&type=page_multiple_photo&code=48&sno=4369&token=e69e3c8f72eb4bb8b0d339eef5ca58ace33c6bb34c2e03475d009715442c8c23fc2e96de9c10662034247190030e60d74dad5c8b33e509d7f862005907fb302b,https://www.uec.gov.mm/show_data_content.php?name=10-Flag.jpg&type=page_multiple_photo&code=48&sno=7400&token=086148f15071fe0ee1d1bb14f4261afa3b45de6928a0897ca1ea4574a0b2681c5995498ab3ae2bcff334723412360f95f34af19cae5b41190797cca58dce61c3,https://www.uec.gov.mm/show_data_content.php?name=10-Logonew.jpg&type=page_multiple_photo&code=48&sno=6673&token=e655b22a2eb5b078cb689f578aafd5e5a309531f9fdeeb93d97f2d7f130ebde81a3e499d22a917e709d1e389a799127907cb3265517b55756c9d5c7afdfca67c
5f3f9035c749de0ddc9de037,11,ပြည်ထောင်စုကရင်အမျိုးသားများအဖွဲ့ချုပ်,null,null,null,null,false,false,false,အမှတ်စဉ် (၁၁),၄၈/၂ဝ၁ဝ,ပယ်ဖျက် [ပုဒ်မ ၁၂ (က)အရ],false,false,false,false
5f3f9035c749de0ddc9de038,12,တအာင်း(ပလောင်)အမျိုးသားပါတီ,null,2010-04-23T00:00:00.000Z,2010-05-14T00:00:00.000Z,2010-05-24T00:00:00.000Z,"အမှတ်(က/၁၁၀)ဗိုလ်ချုပ်အောင်ဆန်းလမ်း၊ မင်္ဂလာရပ်၊ နမ့်ဆန်မြို့၊ 
ရှမ်းပြည်နယ်။",ပြည်ထောင်စုတစ်ဝန်းလုံး,"၀၉-၂၀၀၃၅၄၁(ဦ:မိုင်းအုဏ်းခိုင်)၊ ၀၉-၄၃၁၄၆၂၅၀၊ ၀၉-၆၇၁၂၀၅၁(ဦးအိုက်မုန်း)၊ 
၀၉-၉၀၄၀၆၅၁",အမှတ်စဉ် (၁၂),၅ဝ/၂ဝ၁ဝ,false,https://www.uec.gov.mm/pages.php?pagename=%E1%80%90%E1%80%A1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8(%E1%80%95%E1%80%9C%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA)%E1%80%A1%E1%80%99%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%B8%E1%80%9E%E1%80%AC%E1%80%B8%E1%80%95%E1%80%AB%E1%80%90%E1%80%AE,https://www.uec.gov.mm/show_data_content.php?name=11Ta-ArngPalaungNationalParty.pdf&type=page_multiple_photo&code=49&sno=1186&token=74e690eb8448f6e073950125480206eb0c6d56c3af4be4ce913033065d71db130114a872b20c02490ea6047e655e086bc54855f87ff1b743b8952ace143d3aae,https://www.uec.gov.mm/show_data_content.php?name=11-flag.jpg&type=page_multiple_photo&code=49&sno=507&token=999445216ebb4384a4115bc0fd7d8996995a4be04ceee0fe8643d2f08f9e2cc9633b6792c9b6f07c9c43e2ed921ea6f6c106cce49fffab0779299b732d223274,https://www.uec.gov.mm/show_data_content.php?name=11-logo.jpg&type=page_multiple_photo&code=49&sno=8106&token=a05f14a889c244915bf19d8c0b725b31182ab01f3f59ef760d8553c50cf610b1761075b1e36ce89f7268732dde6b7f6d484ed5d624c670164d1f90d21f369c64
5f3f9035c749de0ddc9de039,13,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,null,2010-05-04T00:00:00.000Z,2010-05-14T00:00:00.000Z,null,ခြံအမှတ်(၂၂၇)၊ ၉၆)လမ်း၊ မြိုင်သာယာမြို့ သစ်၊မော်လမြိုင်မြို့နယ်၊မွန်ပြည်နယ်။,ပြည်ထောင်စုတစ်ဝန်းလုံး,"၀၉-၅၃၂၁၄၁၇(ဦးငွေသိန်း)၊
 ၀၉၈၇၃၀၉၆၄(ဦးနိုင်လှအောင်)၊ ၀၉၄၂၅၂၆၆၂၉၇(စံတင်)",အမှတ်စဉ် (၁၃),၅၁/၂ဝ၁ဝ,[နည်းဥပဒေ ၂၅ အရ]ပယ်ဖျက်,http://mizzimaburmese.com/article/4618,false,false,false
